,Latitude,Longitude,TVD_FT,Vintage,LateralLength_FT,WellsPerSectionSameZone,Payzone_FT,GammaRay_API,BulkDensity_GPerCC,Resistivity_OHMSM,DensityPorosity_PCT,EffectivePorosity_PCT,ClayVolume_PCT,NonClayVolume_PCT,WaterSaturation_PCT,PhiH_FT,HCPV_PCT,HeightOfHCPV_FT,TotalOrganicCarbon_WTPCT,CONDENSATE,DRY GAS,OIL,WET GAS,1ST BONE SPRING,2ND BONE SPRING,2ND BONE SPRING SAND,3RD BONE SPRING,3RD BONE SPRING SAND,LOWER AVALON,MIDDLE AVALON,UPPER AVALON,WOLFCAMP A LOWER,WOLFCAMP A UPPER,WOLFCAMP B LOWER,WOLFCAMP B UPPER,WOLFCAMP C,WOLFCAMP D,CHILD,CO-COMPLETED,PARENT,STANDALONE,EURWH_MBOE,OilEURWH_MBBL,GasEURWH_BCF
5123,31.695288,-103.781532,11135.0,2019,4786.0,4.0,277.0,89.75,2.55,30.78,0.095,0.068,0.27,0.65,0.55,18.9,0.034,9.4,2.83,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1237,586,3.9
5124,31.880022,-104.280354,8161.0,2018,9895.0,1.0,358.0,68.19,2.57,9.55,0.083,0.067,0.19,0.74,0.62,23.94,0.026,9.1,2.34,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2471,1053,8.5
5126,32.099548,-103.715811,10430.0,2022,7307.0,5.0,434.0,67.44,2.57,22.08,0.082,0.067,0.15,0.78,0.44,29.19,0.034,14.7,1.48,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,658,401,1.5
5127,32.173085,-103.442967,10426.0,2023,7318.0,5.0,233.0,67.27,2.58,284.39,0.073,0.063,0.16,0.78,0.29,14.66,0.05,11.8,1.8,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1286,828,2.7
5128,32.092396,-103.529326,10296.0,2023,4674.0,2.0,227.0,75.78,2.56,112.95,0.09,0.074,0.18,0.75,0.38,16.69,0.048,10.9,2.76,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,617,319,1.8
5129,32.020075,-104.103669,7868.0,2014,6472.0,4.0,339.0,80.52,2.57,84.68,0.083,0.069,0.17,0.76,0.34,23.27,0.035,11.7,1.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1028,426,3.6
5130,32.652517,-103.912078,8860.0,2012,4357.0,4.0,333.0,79.64,2.58,32.92,0.074,0.064,0.15,0.79,0.51,21.17,0.025,8.3,0.95,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,227,149,0.5
5131,32.680868,-103.486095,10794.0,2014,4152.0,1.0,107.0,88.45,2.57,33.16,0.08,0.064,0.19,0.74,0.42,6.8,0.028,3.0,1.29,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,246,219,0.2
5132,32.239961,-103.578391,11223.0,2013,4321.0,4.0,450.0,75.94,2.55,24.11,0.092,0.075,0.18,0.75,0.44,33.65,0.041,18.6,2.06,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,592,469,0.7
5133,32.123233,-103.53887,9485.0,2011,4220.0,1.0,405.0,27.98,2.57,661.73,0.083,0.076,0.07,0.85,0.26,30.76,0.056,22.5,1.59,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,399,141,1.6
5134,32.211103,-104.19288,7454.0,2013,4555.0,1.0,257.0,67.64,2.58,101.4,0.078,0.063,0.2,0.74,0.4,16.28,0.031,8.0,1.77,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,139,90,0.3
5135,32.035712,-103.616756,9171.0,2016,3270.0,5.0,270.0,108.87,2.5,634.18,0.121,0.098,0.18,0.72,0.26,26.49,0.078,21.0,3.76,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,516,180,2.0
5136,32.368484,-103.658161,10821.0,2022,10301.0,3.0,404.0,80.91,2.6,22.26,0.064,0.053,0.18,0.77,0.53,21.5,0.027,10.9,1.36,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1201,904,1.8
5137,31.257467,-103.294893,10714.0,2015,4782.0,3.0,129.0,68.85,2.53,160.19,0.108,0.085,0.18,0.73,0.29,11.01,0.06,7.7,2.71,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,54,0,0.3
5138,32.136867,-103.462971,12652.0,2020,4237.0,5.0,141.0,85.07,2.56,158.74,0.089,0.067,0.19,0.73,0.46,9.83,0.033,4.7,2.18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,867,658,1.3
5139,32.369424,-103.60895,11914.0,2019,10191.0,6.0,236.0,69.17,2.58,7.82,0.076,0.059,0.14,0.78,0.64,14.03,0.018,4.1,2.18,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1350,871,2.9
5140,32.327764,-104.100658,9587.0,2020,9891.0,2.0,62.0,57.4,2.57,58.29,0.081,0.076,0.14,0.8,0.69,4.62,0.045,2.8,1.98,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,893,592,1.8
5141,32.100068,-103.708102,10430.0,2022,7315.0,4.0,429.0,67.79,2.57,23.78,0.082,0.067,0.15,0.78,0.42,28.85,0.035,15.0,1.55,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1459,786,4.0
5142,32.138985,-103.611052,11030.0,2023,9972.0,8.0,817.0,62.8,2.59,255.04,0.07,0.057,0.16,0.78,0.36,46.72,0.039,31.9,1.91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1209,941,1.6
5143,32.180836,-103.640167,9653.0,2013,4142.0,5.0,456.0,65.51,2.53,855.17,0.108,0.091,0.15,0.76,0.18,41.47,0.076,34.8,2.75,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,519,276,1.5
5144,32.67802,-104.023432,8202.0,2013,4559.0,3.0,353.0,69.58,2.6,131.66,0.065,0.053,0.16,0.78,0.3,18.7,0.032,11.4,1.45,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,154,99,0.3
5145,32.268094,-103.73077,9025.0,2011,4517.0,1.0,423.0,73.32,2.49,455.95,0.133,0.106,0.17,0.72,0.1,44.73,0.099,41.8,3.44,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,192,108,0.5
5146,32.29897,-104.13114,9413.0,2018,4216.0,1.0,118.0,69.4,2.57,37.86,0.084,0.067,0.18,0.75,0.77,7.96,0.03,3.5,1.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,548,328,1.3
5147,32.22294,-103.598507,9935.0,2021,4259.0,2.0,219.0,50.83,2.52,835.93,0.115,0.099,0.11,0.79,0.24,21.68,0.078,17.1,2.49,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,304,160,0.9
5148,32.021617,-103.645801,9050.0,2017,9776.0,3.0,295.0,50.37,2.52,1086.38,0.108,0.094,0.1,0.81,0.27,27.71,0.064,19.0,2.06,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1759,596,7.0
5149,32.128966,-103.580643,12462.0,2019,7175.0,8.0,136.0,77.17,2.57,147.55,0.085,0.067,0.18,0.75,0.38,9.36,0.042,5.7,2.46,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,910,651,1.6
5150,32.196808,-103.624714,9266.0,2022,4501.0,3.0,440.0,67.74,2.49,418.39,0.134,0.11,0.13,0.74,0.19,48.49,0.095,42.0,3.39,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,950,241,4.3
5151,32.114436,-103.627129,10902.0,2021,7416.0,5.0,744.0,58.03,2.6,186.7,0.062,0.052,0.16,0.79,0.37,38.37,0.034,25.4,1.64,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1401,804,3.6
5152,32.693243,-104.088991,8698.0,2022,9644.0,3.0,341.0,81.47,2.63,45.64,0.048,0.044,0.15,0.79,0.23,14.82,0.03,10.2,1.26,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1693,1047,3.9
5153,32.166178,-103.761535,10092.0,2017,4560.0,5.0,497.0,61.24,2.57,25.9,0.08,0.066,0.16,0.77,0.46,33.01,0.036,17.9,1.62,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,454,156,1.8
5154,32.225624,-104.048988,10792.0,2017,4241.0,2.0,282.0,80.24,2.56,100.27,0.089,0.07,0.23,0.71,0.47,19.88,0.041,11.5,2.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1446,324,6.7
5155,32.114878,-104.080089,9744.0,2021,7350.0,3.0,189.0,61.85,2.58,96.66,0.079,0.067,0.14,0.79,0.48,12.59,0.033,6.2,1.91,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,920,502,2.5
5156,32.238448,-103.780932,8740.0,2022,9891.0,5.0,342.0,87.62,2.46,440.67,0.149,0.113,0.21,0.66,0.13,38.64,0.102,34.7,4.22,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1438,405,6.2
5157,32.122272,-103.652507,12033.0,2022,9943.0,5.0,282.0,54.16,2.63,276.36,0.045,0.04,0.12,0.84,0.41,11.35,0.025,7.2,1.08,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1184,582,3.6
5158,32.106402,-103.548505,12504.0,2016,4591.0,5.0,121.0,72.81,2.55,139.06,0.095,0.077,0.18,0.75,0.39,9.37,0.051,6.1,2.63,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1268,946,1.9
5159,32.340573,-104.052614,8430.0,2021,4517.0,2.0,353.0,59.16,2.59,75.59,0.07,0.062,0.14,0.8,0.46,21.76,0.026,9.2,0.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,722,402,1.9
5160,32.008181,-103.81952,11373.0,2021,9921.0,7.0,194.0,64.0,2.56,148.34,0.086,0.07,0.18,0.75,0.41,13.62,0.046,8.8,2.31,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1710,764,5.7
5161,32.565973,-103.550607,10964.0,2015,4107.0,4.0,239.0,76.03,2.57,4.14,0.084,0.076,0.19,0.72,0.64,18.25,0.029,7.0,1.52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,680,582,0.6
5162,32.182722,-103.549448,12548.0,2017,4607.0,9.0,221.0,82.7,2.56,68.27,0.086,0.071,0.17,0.75,0.48,15.24,0.036,7.9,2.44,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,816,512,1.8
5163,32.05067,-103.683272,9332.0,2014,4200.0,1.0,294.0,74.38,2.5,555.44,0.122,0.098,0.18,0.72,0.3,28.72,0.074,21.6,3.3,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,541,289,1.5
5164,32.536052,-103.524936,11358.0,2013,4526.0,4.0,157.0,71.98,2.6,4.92,0.065,0.069,0.17,0.76,0.62,10.8,0.027,4.2,1.43,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,584,433,0.9
5165,32.428621,-103.507793,10941.0,2015,4170.0,2.0,614.0,43.78,2.61,535.67,0.059,0.053,0.08,0.87,0.36,32.28,0.036,22.3,1.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,538,454,0.5
5166,32.317067,-104.201642,9173.0,2018,4488.0,1.0,114.0,72.16,2.57,37.23,0.082,0.067,0.18,0.76,0.65,7.6,0.025,2.9,1.94,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,287,147,0.8
5167,32.05062,-103.701954,12113.0,2020,5031.0,2.0,314.0,77.84,2.57,26.28,0.104,0.068,0.21,0.72,0.78,21.25,0.015,4.7,2.38,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1003,509,3.0
5168,31.458523,-103.224507,11108.0,2011,4540.0,3.0,273.0,77.43,2.56,17.94,0.086,0.055,0.23,0.71,0.35,14.93,0.045,12.3,2.68,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,1844,0.6
5169,32.772772,-103.804822,8674.0,2022,7786.0,4.0,533.0,76.85,2.58,74.71,0.079,0.062,0.16,0.77,0.44,33.02,0.034,18.4,1.67,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1208,896,1.9
5170,32.536146,-103.460614,10793.0,2018,4386.0,3.0,411.0,77.41,2.6,354.29,0.067,0.052,0.12,0.82,0.11,21.43,0.045,18.3,1.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,557,477,0.5
5171,32.165502,-103.941548,9138.0,2018,11193.0,5.0,480.0,61.7,2.59,110.33,0.073,0.061,0.15,0.8,0.35,29.5,0.038,18.1,1.03,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1750,997,4.5
5172,31.912152,-103.956271,10071.0,2015,4573.0,3.0,244.0,80.21,2.57,200.2,0.079,0.058,0.19,0.75,0.51,14.11,0.037,9.2,2.58,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1180,692,2.9
5173,31.893496,-104.1702,9836.0,2018,8869.0,2.0,435.0,80.16,2.56,61.83,0.086,0.073,0.17,0.76,0.27,31.61,0.059,25.5,3.43,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3242,992,13.5
5174,31.881247,-103.418351,12310.0,2018,4762.0,2.0,160.0,76.05,2.53,81.41,0.103,0.082,0.19,0.73,0.6,13.21,0.044,7.1,2.69,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,824,643,1.1
5175,31.960167,-103.342919,12409.0,2019,4696.0,1.0,280.0,87.68,2.53,74.15,0.108,0.089,0.2,0.71,0.4,24.91,0.055,15.5,2.95,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,306,207,0.6
5176,31.260127,-103.087351,9438.0,2022,10338.0,1.0,283.0,76.81,2.56,84.98,0.089,0.072,0.19,0.74,0.15,20.22,0.063,17.8,2.61,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,634,406,1.4
5177,31.200156,-103.261839,9374.0,2021,9741.0,3.0,240.0,92.32,2.52,115.09,0.114,0.087,0.23,0.69,0.14,20.96,0.071,17.1,3.65,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,756,594,1.0
5178,31.894683,-104.123742,9122.0,2022,10503.0,2.0,139.0,78.15,2.6,59.46,0.091,0.073,0.22,0.73,0.45,10.09,0.042,5.8,3.53,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1612,715,5.4
5179,32.192847,-103.554179,10002.0,2021,9137.0,5.0,465.0,45.7,2.53,685.41,0.11,0.095,0.09,0.81,0.14,44.37,0.089,41.2,2.39,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,837,476,2.2
5180,32.109513,-103.768386,11923.0,2021,10070.0,3.0,197.0,77.12,2.57,58.87,0.084,0.067,0.21,0.72,0.57,12.91,0.034,6.7,2.54,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1848,938,5.5
5181,32.149679,-103.63943,10952.0,2022,9959.0,5.0,800.0,66.64,2.59,240.28,0.072,0.06,0.15,0.79,0.29,47.78,0.044,35.2,1.92,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1414,1059,2.1
5182,32.014987,-103.556854,12481.0,2015,4561.0,1.0,114.0,93.87,2.53,87.9,0.103,0.079,0.22,0.69,0.28,9.06,0.06,6.9,3.19,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,558,444,0.7
5183,32.268756,-104.05895,6732.0,2012,3960.0,1.0,244.0,56.83,2.6,940.86,0.056,0.053,0.09,0.88,0.22,12.95,0.038,9.3,1.94,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,570,22,3.3
5184,32.195082,-103.72158,10507.0,2014,4180.0,2.0,551.0,78.08,2.58,45.54,0.076,0.065,0.15,0.78,0.34,36.03,0.037,20.4,1.86,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,753,512,1.4
5185,31.970175,-103.903119,10702.0,2017,10028.0,4.0,287.0,85.88,2.55,122.13,0.093,0.073,0.18,0.73,0.44,20.96,0.05,14.4,2.47,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2161,1079,6.5
5186,31.998191,-104.190964,9607.0,2018,4828.0,7.0,437.0,90.84,2.54,92.92,0.097,0.078,0.19,0.74,0.28,34.26,0.061,26.7,3.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1134,272,5.2
5187,32.238126,-103.618804,10956.0,2012,4102.0,2.0,497.0,75.6,2.56,28.54,0.089,0.075,0.16,0.77,0.36,37.15,0.047,23.2,2.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1003,775,1.4
5188,32.65134,-104.188372,8529.0,2019,4546.0,5.0,413.0,77.34,2.62,57.96,0.055,0.048,0.14,0.82,0.25,19.68,0.037,15.3,1.52,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,895,427,2.8
5189,32.079305,-103.295031,11936.0,2021,10113.0,6.0,107.0,83.38,2.58,114.82,0.075,0.062,0.17,0.77,0.39,6.65,0.04,4.3,2.31,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1021,669,2.1
5190,31.780661,-103.777856,10795.0,2020,4977.0,3.0,157.0,95.95,2.55,126.98,0.092,0.072,0.2,0.72,0.33,11.34,0.051,8.0,2.75,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,530,324,1.2
5191,31.855883,-103.3966,11871.0,2017,4911.0,2.0,296.0,71.08,2.56,12.16,0.088,0.074,0.18,0.75,0.49,21.76,0.033,9.7,0.84,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,914,737,1.1
5192,31.340652,-103.450786,11134.0,2015,4076.0,1.0,266.0,95.52,2.55,44.78,0.096,0.076,0.22,0.7,0.5,20.22,0.048,12.7,3.05,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,92,82,0.1
5193,32.080638,-103.724489,12069.0,2020,7268.0,4.0,217.0,52.55,2.61,125.64,0.056,0.047,0.16,0.8,0.7,10.12,0.019,4.1,1.26,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1908,991,5.5
5194,31.998208,-104.190724,9990.0,2018,4813.0,8.0,439.0,90.76,2.54,91.52,0.098,0.079,0.19,0.74,0.28,34.63,0.061,26.9,3.33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1151,265,5.3
5195,31.489729,-103.711611,9816.0,2017,7086.0,3.0,98.0,124.83,2.55,139.32,0.096,0.076,0.2,0.72,0.34,7.47,0.052,5.1,3.29,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,927,339,3.5
5196,31.893542,-104.189857,9403.0,2018,9796.0,5.0,458.0,79.45,2.56,62.33,0.086,0.071,0.18,0.75,0.25,32.75,0.059,27.2,3.41,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1963,474,8.9
5197,31.899754,-103.740479,9801.0,2022,12580.0,1.0,501.0,62.44,2.59,50.32,0.058,0.059,0.18,0.76,0.27,29.55,0.038,19.0,1.94,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1197,708,2.9
5198,31.650107,-103.820835,11177.0,2018,7819.0,3.0,219.0,89.74,2.56,54.38,0.089,0.069,0.24,0.69,0.59,15.19,0.034,7.5,2.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1749,397,8.1
5199,32.102217,-103.793859,11821.0,2021,7236.0,5.0,193.0,66.83,2.56,70.82,0.089,0.072,0.22,0.71,0.54,13.8,0.038,7.3,2.73,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1163,619,3.3
5200,32.167174,-103.53296,12562.0,2015,4415.0,2.0,193.0,78.49,2.57,100.75,0.084,0.07,0.17,0.75,0.46,13.08,0.038,7.4,2.45,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1186,791,2.4
5201,32.413044,-104.41549,7634.0,2014,3909.0,1.0,66.0,68.31,2.64,217.55,0.06,0.044,0.15,0.81,0.68,3.2,0.01,0.7,1.24,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,77,52,0.2
5202,32.078556,-104.168263,7817.0,2014,4300.0,2.0,368.0,70.73,2.58,26.29,0.077,0.063,0.18,0.76,0.45,23.36,0.031,11.5,1.75,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,656,297,2.2
5204,32.666824,-104.064835,7972.0,2011,4223.0,2.0,352.0,69.55,2.6,138.68,0.063,0.053,0.13,0.81,0.32,18.79,0.033,11.5,1.19,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,548,284,1.6
5205,31.125181,-103.505413,10423.0,2018,10530.0,3.0,113.0,105.7,2.55,195.56,0.092,0.071,0.22,0.71,0.29,8.12,0.051,5.7,3.11,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,3402,2476,5.6
5206,32.308252,-104.050886,7538.0,2022,10311.0,2.0,757.0,44.36,2.63,238.62,0.044,0.039,0.1,0.87,0.57,29.39,0.02,15.5,0.91,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2183,935,7.5
5207,32.151251,-103.746511,10444.0,2013,3542.0,3.0,460.0,75.95,2.58,20.22,0.074,0.063,0.17,0.77,0.5,29.0,0.028,12.7,1.24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,518,348,1.0
5208,32.635612,-104.088283,6976.0,2013,4442.0,4.0,161.0,69.23,2.57,162.93,0.081,0.07,0.13,0.8,0.57,11.31,0.033,5.3,1.82,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,566,109,2.7
5209,32.283837,-103.84378,9907.0,2014,5215.0,2.0,471.0,62.87,2.6,65.3,0.066,0.054,0.14,0.81,0.44,25.33,0.025,11.8,0.83,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,176,141,0.2
5210,32.048954,-103.765178,8243.0,2021,9853.0,3.0,364.0,99.48,2.54,418.98,0.114,0.091,0.16,0.74,0.29,33.22,0.074,27.0,3.48,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1101,463,3.8
5211,32.340072,-103.72056,11671.0,2021,9959.0,2.0,369.0,70.86,2.58,12.16,0.074,0.062,0.16,0.78,0.58,22.86,0.026,9.7,1.27,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,705,495,1.3
5212,31.320695,-103.061543,10690.0,2016,7607.0,1.0,97.0,77.41,2.53,84.58,0.106,0.079,0.2,0.72,0.29,7.65,0.066,6.4,3.06,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2269,1629,3.8
5213,31.849823,-103.997613,10352.0,2017,5823.0,1.0,285.0,83.59,2.53,46.5,0.106,0.085,0.22,0.68,0.34,24.1,0.065,18.6,3.77,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2689,493,13.2
5214,32.094149,-103.892624,8961.0,2013,4532.0,1.0,487.0,56.53,2.59,309.92,0.07,0.059,0.13,0.81,0.36,28.64,0.04,19.5,1.68,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,518,240,1.7
5215,32.181032,-103.570117,11081.0,2017,4439.0,6.0,502.0,72.6,2.56,25.45,0.088,0.072,0.19,0.73,0.38,35.96,0.043,21.6,2.21,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,583,388,1.2
5216,31.898331,-104.0984,9544.0,2018,10098.0,4.0,161.0,83.63,2.58,73.83,0.075,0.062,0.19,0.75,0.56,9.91,0.035,5.6,3.13,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2542,991,9.3
5217,31.508153,-103.154648,11286.0,2017,9791.0,3.0,113.0,99.1,2.46,33.37,0.145,0.087,0.26,0.66,0.32,9.95,0.064,7.3,3.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1304,602,4.2
5218,31.363073,-103.629594,9945.0,2019,7317.0,4.0,149.0,82.99,2.57,184.35,0.086,0.066,0.22,0.71,0.25,9.95,0.058,8.6,2.86,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,286,118,1.0
5219,31.267238,-103.176098,9307.0,2020,7666.0,2.0,230.0,82.26,2.53,175.75,0.106,0.081,0.25,0.68,0.64,18.59,0.061,14.2,3.23,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,660,471,1.1
5220,31.646441,-104.036759,9778.0,2021,12412.0,3.0,240.0,79.56,2.57,35.8,0.085,0.067,0.23,0.7,0.43,16.06,0.051,12.2,3.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1953,401,9.3
5221,31.568039,-103.827345,10891.0,2014,4803.0,4.0,259.0,75.78,2.57,87.66,0.092,0.067,0.27,0.66,0.56,17.38,0.034,8.7,2.26,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,654,237,2.5
5222,31.954489,-104.167465,9862.0,2011,4779.0,2.0,441.0,86.84,2.55,78.87,0.091,0.074,0.18,0.75,0.28,32.85,0.06,26.4,3.35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1279,368,5.5
5223,31.385242,-103.366013,10802.0,2014,7740.0,3.0,209.0,85.68,2.53,156.33,0.108,0.084,0.2,0.71,0.36,17.62,0.053,11.1,2.62,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,671,483,1.1
5224,31.650264,-103.782812,10940.0,2014,4294.0,3.0,288.0,62.6,2.54,48.63,0.099,0.075,0.24,0.69,0.45,21.66,0.043,12.4,2.91,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,342,178,1.0
